country,date,indicator,countryiso3code,value,unit,obs_status,decimal,Region
Indonesia,2021,"Account, male (% age 15+)",IDN,51.18,,,0,ASEAN
Indonesia,2022,"Account, male (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,"Account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2014,"Account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2017,"Account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2021,"Account, rural (% age 15+)",IDN,45.86,,,0,ASEAN
Indonesia,2022,"Account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,"Account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2014,"Account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2017,"Account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2021,"Account, urban (% age 15+)",IDN,54.58,,,0,ASEAN
Indonesia,2022,"Account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,Financial institution account (% age 15+),IDN,19.58,,,0,ASEAN
Indonesia,2014,Financial institution account (% age 15+),IDN,35.95,,,0,ASEAN
Indonesia,2017,Financial institution account (% age 15+),IDN,48.39,,,0,ASEAN
Indonesia,2021,Financial institution account (% age 15+),IDN,50.51,,,0,ASEAN
Indonesia,2022,Financial institution account (% age 15+),IDN,..,,,0,ASEAN
Indonesia,2011,"Financial institution account, female (% age 15+)",IDN,19.21,,,0,ASEAN
Indonesia,2014,"Financial institution account, female (% age 15+)",IDN,37.24,,,0,ASEAN
Indonesia,2017,"Financial institution account, female (% age 15+)",IDN,51.14,,,0,ASEAN
Indonesia,2021,"Financial institution account, female (% age 15+)",IDN,51.67,,,0,ASEAN
Indonesia,2022,"Financial institution account, female (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,"Financial institution account, male (% age 15+)",IDN,19.97,,,0,ASEAN
Indonesia,2014,"Financial institution account, male (% age 15+)",IDN,34.62,,,0,ASEAN
Indonesia,2017,"Financial institution account, male (% age 15+)",IDN,45.52,,,0,ASEAN
Indonesia,2021,"Financial institution account, male (% age 15+)",IDN,49.29,,,0,ASEAN
Indonesia,2022,"Financial institution account, male (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,"Financial institution account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2014,"Financial institution account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2017,"Financial institution account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2021,"Financial institution account, rural (% age 15+)",IDN,45.21,,,0,ASEAN
Indonesia,2022,"Financial institution account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,"Financial institution account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2014,"Financial institution account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2017,"Financial institution account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2021,"Financial institution account, urban (% age 15+)",IDN,53.04,,,0,ASEAN
Indonesia,2022,"Financial institution account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,Mobile money account (% age 15+),IDN,..,,,0,ASEAN
Indonesia,2014,Mobile money account (% age 15+),IDN,0.45,,,0,ASEAN
Indonesia,2017,Mobile money account (% age 15+),IDN,3.12,,,0,ASEAN
Indonesia,2021,Mobile money account (% age 15+),IDN,9.29,,,0,ASEAN
Indonesia,2022,Mobile money account (% age 15+),IDN,..,,,0,ASEAN
Indonesia,2011,"Mobile money account, female (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2014,"Mobile money account, female (% age 15+)",IDN,0.66,,,0,ASEAN
Indonesia,2017,"Mobile money account, female (% age 15+)",IDN,2.73,,,0,ASEAN
Indonesia,2021,"Mobile money account, female (% age 15+)",IDN,9.91,,,0,ASEAN
Indonesia,2022,"Mobile money account, female (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,"Mobile money account, male (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2014,"Mobile money account, male (% age 15+)",IDN,0.23,,,0,ASEAN
Indonesia,2017,"Mobile money account, male (% age 15+)",IDN,3.53,,,0,ASEAN
Indonesia,2021,"Mobile money account, male (% age 15+)",IDN,8.65,,,0,ASEAN
Indonesia,2022,"Mobile money account, male (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,"Mobile money account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2014,"Mobile money account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2017,"Mobile money account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2021,"Mobile money account, rural (% age 15+)",IDN,4.44,,,0,ASEAN
Indonesia,2022,"Mobile money account, rural (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,"Mobile money account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2014,"Mobile money account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2017,"Mobile money account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2021,"Mobile money account, urban (% age 15+)",IDN,11.62,,,0,ASEAN
Indonesia,2022,"Mobile money account, urban (% age 15+)",IDN,..,,,0,ASEAN
Indonesia,2011,Own a mobile phone (% age 15+),IDN,..,,,0,ASEAN
Indonesia,2014,Own a mobile phone (% age 15+),IDN,..,,,0,ASEAN
Indonesia,2017,Own a mobile phone (% age 15+),IDN,..,,,0,ASEAN
Indonesia,2021,Own a mobile phone (% age 15+),IDN,73.17,,,0,ASEAN
Indonesia,2022,Own a mobile phone (% age 15+),IDN,..,,,0,ASEAN
Indonesia,2011,Owns a debit or credit card (% age 15+),IDN,10.68,,,0,ASEAN
Indonesia,2014,Owns a debit or credit card (% age 15+),IDN,26.21,,,0,ASEAN
Indonesia,2017,Owns a debit or credit card (% age 15+),IDN,30.85,,,0,ASEAN
Indonesia,2021,Owns a debit or credit card (% age 15+),IDN,35.25,,,0,ASEAN
Indonesia,2022,Owns a debit or credit card (% age 15+),IDN,..,,,0,ASEAN
Lao PDR,2011,Account (% age 15+),LAO,26.77,,,0,ASEAN
Lao PDR,2014,Account (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2017,Account (% age 15+),LAO,29.06,,,0,ASEAN
Lao PDR,2021,Account (% age 15+),LAO,37.32,,,0,ASEAN
Lao PDR,2022,Account (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2011,"Account, female (% age 15+)",LAO,26.16,,,0,ASEAN
Lao PDR,2014,"Account, female (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Account, female (% age 15+)",LAO,31.87,,,0,ASEAN
Lao PDR,2021,"Account, female (% age 15+)",LAO,37.85,,,0,ASEAN
Lao PDR,2022,"Account, female (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Account, male (% age 15+)",LAO,27.44,,,0,ASEAN
Lao PDR,2014,"Account, male (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Account, male (% age 15+)",LAO,26.12,,,0,ASEAN
Lao PDR,2021,"Account, male (% age 15+)",LAO,36.75,,,0,ASEAN
Lao PDR,2022,"Account, male (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2014,"Account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2021,"Account, rural (% age 15+)",LAO,30.08,,,0,ASEAN
Lao PDR,2022,"Account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2014,"Account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2021,"Account, urban (% age 15+)",LAO,68.84,,,0,ASEAN
Lao PDR,2022,"Account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,Financial institution account (% age 15+),LAO,26.77,,,0,ASEAN
Lao PDR,2014,Financial institution account (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2017,Financial institution account (% age 15+),LAO,29.06,,,0,ASEAN
Lao PDR,2021,Financial institution account (% age 15+),LAO,37.32,,,0,ASEAN
Lao PDR,2022,Financial institution account (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2011,"Financial institution account, female (% age 15+)",LAO,26.16,,,0,ASEAN
Lao PDR,2014,"Financial institution account, female (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Financial institution account, female (% age 15+)",LAO,31.87,,,0,ASEAN
Lao PDR,2021,"Financial institution account, female (% age 15+)",LAO,37.85,,,0,ASEAN
Lao PDR,2022,"Financial institution account, female (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Financial institution account, male (% age 15+)",LAO,27.44,,,0,ASEAN
Lao PDR,2014,"Financial institution account, male (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Financial institution account, male (% age 15+)",LAO,26.12,,,0,ASEAN
Lao PDR,2021,"Financial institution account, male (% age 15+)",LAO,36.75,,,0,ASEAN
Lao PDR,2022,"Financial institution account, male (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Financial institution account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2014,"Financial institution account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Financial institution account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2021,"Financial institution account, rural (% age 15+)",LAO,30.08,,,0,ASEAN
Lao PDR,2022,"Financial institution account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Financial institution account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2014,"Financial institution account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Financial institution account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2021,"Financial institution account, urban (% age 15+)",LAO,68.84,,,0,ASEAN
Lao PDR,2022,"Financial institution account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,Mobile money account (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2014,Mobile money account (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2017,Mobile money account (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2021,Mobile money account (% age 15+),LAO,5.48,,,0,ASEAN
Lao PDR,2022,Mobile money account (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2011,"Mobile money account, female (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2014,"Mobile money account, female (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Mobile money account, female (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2021,"Mobile money account, female (% age 15+)",LAO,4.32,,,0,ASEAN
Lao PDR,2022,"Mobile money account, female (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Mobile money account, male (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2014,"Mobile money account, male (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Mobile money account, male (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2021,"Mobile money account, male (% age 15+)",LAO,6.71,,,0,ASEAN
Lao PDR,2022,"Mobile money account, male (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Mobile money account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2014,"Mobile money account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Mobile money account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2021,"Mobile money account, rural (% age 15+)",LAO,3.62,,,0,ASEAN
Lao PDR,2022,"Mobile money account, rural (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,"Mobile money account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2014,"Mobile money account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2017,"Mobile money account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2021,"Mobile money account, urban (% age 15+)",LAO,13.59,,,0,ASEAN
Lao PDR,2022,"Mobile money account, urban (% age 15+)",LAO,..,,,0,ASEAN
Lao PDR,2011,Own a mobile phone (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2014,Own a mobile phone (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2017,Own a mobile phone (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2021,Own a mobile phone (% age 15+),LAO,82.8,,,0,ASEAN
Lao PDR,2022,Own a mobile phone (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2011,Owns a debit or credit card (% age 15+),LAO,8.31,,,0,ASEAN
Lao PDR,2014,Owns a debit or credit card (% age 15+),LAO,..,,,0,ASEAN
Lao PDR,2017,Owns a debit or credit card (% age 15+),LAO,12.81,,,0,ASEAN
Lao PDR,2021,Owns a debit or credit card (% age 15+),LAO,23.45,,,0,ASEAN
Lao PDR,2022,Owns a debit or credit card (% age 15+),LAO,..,,,0,ASEAN
Malaysia,2011,Account (% age 15+),MYS,66.17,,,0,ASEAN
Malaysia,2014,Account (% age 15+),MYS,80.67,,,0,ASEAN
Malaysia,2017,Account (% age 15+),MYS,85.34,,,0,ASEAN
Malaysia,2021,Account (% age 15+),MYS,88.37,,,0,ASEAN
Malaysia,2022,Account (% age 15+),MYS,..,,,0,ASEAN
Malaysia,2011,"Account, female (% age 15+)",MYS,63.1,,,0,ASEAN
Malaysia,2014,"Account, female (% age 15+)",MYS,78.09,,,0,ASEAN
Malaysia,2017,"Account, female (% age 15+)",MYS,82.48,,,0,ASEAN
Malaysia,2021,"Account, female (% age 15+)",MYS,87.51,,,0,ASEAN
Malaysia,2022,"Account, female (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Account, male (% age 15+)",MYS,69.22,,,0,ASEAN
Malaysia,2014,"Account, male (% age 15+)",MYS,83.01,,,0,ASEAN
Malaysia,2017,"Account, male (% age 15+)",MYS,87.92,,,0,ASEAN
Malaysia,2021,"Account, male (% age 15+)",MYS,89.23,,,0,ASEAN
Malaysia,2022,"Account, male (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2014,"Account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2017,"Account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2021,"Account, rural (% age 15+)",MYS,88.1,,,0,ASEAN
Malaysia,2022,"Account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2014,"Account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2017,"Account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2021,"Account, urban (% age 15+)",MYS,88.46,,,0,ASEAN
Malaysia,2022,"Account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,Financial institution account (% age 15+),MYS,66.17,,,0,ASEAN
Malaysia,2014,Financial institution account (% age 15+),MYS,80.67,,,0,ASEAN
Malaysia,2017,Financial institution account (% age 15+),MYS,85.13,,,0,ASEAN
Malaysia,2021,Financial institution account (% age 15+),MYS,88.17,,,0,ASEAN
Malaysia,2022,Financial institution account (% age 15+),MYS,..,,,0,ASEAN
Malaysia,2011,"Financial institution account, female (% age 15+)",MYS,63.1,,,0,ASEAN
Malaysia,2014,"Financial institution account, female (% age 15+)",MYS,78.09,,,0,ASEAN
Malaysia,2017,"Financial institution account, female (% age 15+)",MYS,82.09,,,0,ASEAN
Malaysia,2021,"Financial institution account, female (% age 15+)",MYS,87.51,,,0,ASEAN
Malaysia,2022,"Financial institution account, female (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Financial institution account, male (% age 15+)",MYS,69.22,,,0,ASEAN
Malaysia,2014,"Financial institution account, male (% age 15+)",MYS,83.01,,,0,ASEAN
Malaysia,2017,"Financial institution account, male (% age 15+)",MYS,87.86,,,0,ASEAN
Malaysia,2021,"Financial institution account, male (% age 15+)",MYS,88.81,,,0,ASEAN
Malaysia,2022,"Financial institution account, male (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Financial institution account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2014,"Financial institution account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2017,"Financial institution account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2021,"Financial institution account, rural (% age 15+)",MYS,88.1,,,0,ASEAN
Malaysia,2022,"Financial institution account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Financial institution account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2014,"Financial institution account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2017,"Financial institution account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2021,"Financial institution account, urban (% age 15+)",MYS,88.19,,,0,ASEAN
Malaysia,2022,"Financial institution account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,Mobile money account (% age 15+),MYS,..,,,0,ASEAN
Malaysia,2014,Mobile money account (% age 15+),MYS,2.83,,,0,ASEAN
Malaysia,2017,Mobile money account (% age 15+),MYS,10.88,,,0,ASEAN
Malaysia,2021,Mobile money account (% age 15+),MYS,27.98,,,0,ASEAN
Malaysia,2022,Mobile money account (% age 15+),MYS,..,,,0,ASEAN
Malaysia,2011,"Mobile money account, female (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2014,"Mobile money account, female (% age 15+)",MYS,2.55,,,0,ASEAN
Malaysia,2017,"Mobile money account, female (% age 15+)",MYS,8.74,,,0,ASEAN
Malaysia,2021,"Mobile money account, female (% age 15+)",MYS,29,,,0,ASEAN
Malaysia,2022,"Mobile money account, female (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Mobile money account, male (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2014,"Mobile money account, male (% age 15+)",MYS,3.08,,,0,ASEAN
Malaysia,2017,"Mobile money account, male (% age 15+)",MYS,12.79,,,0,ASEAN
Malaysia,2021,"Mobile money account, male (% age 15+)",MYS,26.96,,,0,ASEAN
Malaysia,2022,"Mobile money account, male (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Mobile money account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2014,"Mobile money account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2017,"Mobile money account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2021,"Mobile money account, rural (% age 15+)",MYS,19.88,,,0,ASEAN
Malaysia,2022,"Mobile money account, rural (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,"Mobile money account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2014,"Mobile money account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2017,"Mobile money account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2021,"Mobile money account, urban (% age 15+)",MYS,30.4,,,0,ASEAN
Malaysia,2022,"Mobile money account, urban (% age 15+)",MYS,..,,,0,ASEAN
Malaysia,2011,Own a mobile phone (% age 15+),MYS,..,,,0,ASEAN
Malaysia,2014,Own a mobile phone (% age 15+),MYS,..,,,0,ASEAN
Malaysia,2017,Own a mobile phone (% age 15+),MYS,..,,,0,ASEAN
Malaysia,2021,Own a mobile phone (% age 15+),MYS,91.69,,,0,ASEAN
Malaysia,2022,Own a mobile phone (% age 15+),MYS,..,,,0,ASEAN
Malaysia,2011,Owns a debit or credit card (% age 15+),MYS,27.97,,,0,ASEAN
Malaysia,2014,Owns a debit or credit card (% age 15+),MYS,48.19,,,0,ASEAN
Malaysia,2017,Owns a debit or credit card (% age 15+),MYS,75.49,,,0,ASEAN
Malaysia,2021,Owns a debit or credit card (% age 15+),MYS,83.57,,,0,ASEAN
Malaysia,2022,Owns a debit or credit card (% age 15+),MYS,..,,,0,ASEAN
Myanmar,2011,Account (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2014,Account (% age 15+),MMR,22.78,,,0,ASEAN
Myanmar,2017,Account (% age 15+),MMR,25.99,,,0,ASEAN
Myanmar,2021,Account (% age 15+),MMR,47.79,,,0,ASEAN
Myanmar,2022,Account (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2011,"Account, female (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Account, female (% age 15+)",MMR,17.4,,,0,ASEAN
Myanmar,2017,"Account, female (% age 15+)",MMR,25.98,,,0,ASEAN
Myanmar,2021,"Account, female (% age 15+)",MMR,46.15,,,0,ASEAN
Myanmar,2022,"Account, female (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Account, male (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Account, male (% age 15+)",MMR,28.6,,,0,ASEAN
Myanmar,2017,"Account, male (% age 15+)",MMR,26.01,,,0,ASEAN
Myanmar,2021,"Account, male (% age 15+)",MMR,49.52,,,0,ASEAN
Myanmar,2022,"Account, male (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2017,"Account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2021,"Account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2022,"Account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2017,"Account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2021,"Account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2022,"Account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,Financial institution account (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2014,Financial institution account (% age 15+),MMR,22.62,,,0,ASEAN
Myanmar,2017,Financial institution account (% age 15+),MMR,25.61,,,0,ASEAN
Myanmar,2021,Financial institution account (% age 15+),MMR,36.14,,,0,ASEAN
Myanmar,2022,Financial institution account (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2011,"Financial institution account, female (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Financial institution account, female (% age 15+)",MMR,17.08,,,0,ASEAN
Myanmar,2017,"Financial institution account, female (% age 15+)",MMR,25.74,,,0,ASEAN
Myanmar,2021,"Financial institution account, female (% age 15+)",MMR,34.85,,,0,ASEAN
Myanmar,2022,"Financial institution account, female (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Financial institution account, male (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Financial institution account, male (% age 15+)",MMR,28.6,,,0,ASEAN
Myanmar,2017,"Financial institution account, male (% age 15+)",MMR,25.46,,,0,ASEAN
Myanmar,2021,"Financial institution account, male (% age 15+)",MMR,37.51,,,0,ASEAN
Myanmar,2022,"Financial institution account, male (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Financial institution account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Financial institution account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2017,"Financial institution account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2021,"Financial institution account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2022,"Financial institution account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Financial institution account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Financial institution account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2017,"Financial institution account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2021,"Financial institution account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2022,"Financial institution account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,Mobile money account (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2014,Mobile money account (% age 15+),MMR,0.16,,,0,ASEAN
Myanmar,2017,Mobile money account (% age 15+),MMR,0.69,,,0,ASEAN
Myanmar,2021,Mobile money account (% age 15+),MMR,29.03,,,0,ASEAN
Myanmar,2022,Mobile money account (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2011,"Mobile money account, female (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Mobile money account, female (% age 15+)",MMR,0.32,,,0,ASEAN
Myanmar,2017,"Mobile money account, female (% age 15+)",MMR,0.51,,,0,ASEAN
Myanmar,2021,"Mobile money account, female (% age 15+)",MMR,27.46,,,0,ASEAN
Myanmar,2022,"Mobile money account, female (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Mobile money account, male (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Mobile money account, male (% age 15+)",MMR,0,,,0,ASEAN
Myanmar,2017,"Mobile money account, male (% age 15+)",MMR,0.89,,,0,ASEAN
Myanmar,2021,"Mobile money account, male (% age 15+)",MMR,30.68,,,0,ASEAN
Myanmar,2022,"Mobile money account, male (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Mobile money account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Mobile money account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2017,"Mobile money account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2021,"Mobile money account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2022,"Mobile money account, rural (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,"Mobile money account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2014,"Mobile money account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2017,"Mobile money account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2021,"Mobile money account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2022,"Mobile money account, urban (% age 15+)",MMR,..,,,0,ASEAN
Myanmar,2011,Own a mobile phone (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2014,Own a mobile phone (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2017,Own a mobile phone (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2021,Own a mobile phone (% age 15+),MMR,96.17,,,0,ASEAN
Myanmar,2022,Own a mobile phone (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2011,Owns a debit or credit card (% age 15+),MMR,..,,,0,ASEAN
Myanmar,2014,Owns a debit or credit card (% age 15+),MMR,1.7,,,0,ASEAN
Myanmar,2017,Owns a debit or credit card (% age 15+),MMR,4.88,,,0,ASEAN
Myanmar,2021,Owns a debit or credit card (% age 15+),MMR,25.86,,,0,ASEAN
Myanmar,2022,Owns a debit or credit card (% age 15+),MMR,..,,,0,ASEAN
Nepal,2011,Account (% age 15+),NPL,25.31,,,0,South Asia
Nepal,2014,Account (% age 15+),NPL,33.8,,,0,South Asia
Nepal,2017,Account (% age 15+),NPL,45.39,,,0,South Asia
Nepal,2021,Account (% age 15+),NPL,54,,,0,South Asia
Nepal,2022,Account (% age 15+),NPL,..,,,0,South Asia
Nepal,2011,"Account, female (% age 15+)",NPL,21.22,,,0,South Asia
Nepal,2014,"Account, female (% age 15+)",NPL,31.27,,,0,South Asia
Nepal,2017,"Account, female (% age 15+)",NPL,41.6,,,0,South Asia
Nepal,2021,"Account, female (% age 15+)",NPL,49.9,,,0,South Asia
Nepal,2022,"Account, female (% age 15+)",NPL,..,,,0,South Asia
